2,0,0,10,6,6,7,6,0,1,3,4,18,4,9,5,1,0,4,3,2,8,0,0,2,0,0,0,0,0,2,9,2,5,1,2,3,8,3,3,0,7,0,3,2,1,2,1,3,1,0,7,2,1,0,1,0,0,0,1,0,11,8,1,5,1,3,1,0,1,2,3,0,6,0,0,2,5,0,4,2,0,0,2,0,0,1,0,0,0,3,2,4,2,1,3,2,4,3,0,6,0,1,1,2,1,1,0,11,7,7,0,5,0,0,3,0,1,5,2,3,4,1,3,0,7,5,1,0,4,2,0,2,3,0
2,0,0,5,1,8,4,3,3,0,2,1,15,3,3,4,1,1,2,2,1,7,0,1,1,0,0,0,0,0,0,6,0,2,4,1,3,4,5,2,1,4,0,0,3,3,3,0,4,0,1,1,1,0,0,0,0,0,1,0,0,8,4,1,1,1,5,0,0,3,5,0,0,1,0,1,0,3,0,4,0,0,0,1,1,0,0,0,3,0,1,4,1,0,2,1,1,3,0,1,0,0,1,0,2,0,1,1,8,3,4,0,5,2,5,1,1,0,3,0,1,0,2,2,0,2,0,0,0,4,0,0,0,1,1
2,1,1,6,1,4,2,6,0,1,5,4,21,2,4,6,6,1,3,5,0,6,2,1,2,0,0,1,0,3,0,3,1,3,2,3,3,4,7,2,4,6,2,3,3,1,3,0,3,0,1,3,0,1,0,1,0,1,1,1,0,5,7,0,5,0,7,0,0,0,4,1,1,0,0,2,0,4,0,5,0,3,0,0,1,0,1,0,1,0,3,3,3,6,1,3,1,7,1,0,2,0,0,0,3,2,1,0,6,3,10,0,5,1,2,2,1,0,1,0,1,4,1,1,2,2,0,1,0,4,1,0,2,0,1
2,0,0,2,3,5,5,1,1,1,3,1,16,5,8,3,5,1,2,1,0,5,1,2,3,0,0,0,0,1,1,1,1,2,2,0,6,3,2,2,1,6,1,1,7,0,0,1,4,3,0,4,1,3,0,0,0,0,0,0,0,5,4,2,3,1,8,0,0,1,4,0,0,1,0,4,0,4,2,6,1,0,0,1,0,0,1,0,0,0,2,1,3,1,2,4,0,6,3,0,3,0,1,0,1,0,2,1,7,4,5,0,3,1,1,1,1,0,4,0,1,1,1,1,0,1,2,1,0,2,2,1,0,1,0
2,0,1,4,0,9,3,4,3,0,4,6,13,1,5,1,2,0,2,3,2,7,0,5,2,1,0,1,0,2,2,3,0,2,0,2,9,5,5,5,0,8,2,2,4,0,0,0,5,0,4,3,1,2,0,0,0,1,1,0,0,9,9,2,4,0,2,0,0,1,1,1,0,0,0,3,1,4,0,5,0,0,0,1,0,0,1,0,0,0,2,1,3,8,2,5,0,5,1,0,1,1,0,0,1,0,4,1,6,4,6,2,7,7,0,3,1,3,2,3,2,2,1,1,0,4,1,2,0,5,2,0,2,1,2
2,0,1,11,2,6,3,4,2,2,4,3,17,5,2,5,4,1,1,0,3,8,5,3,6,0,1,0,0,1,1,1,1,1,2,1,2,6,7,4,1,5,3,2,5,0,2,2,4,0,0,2,0,0,0,0,0,1,0,0,0,6,9,4,5,4,4,2,1,2,4,3,0,4,0,2,1,4,0,4,1,0,0,0,1,0,0,0,0,0,6,2,8,3,1,2,2,5,0,1,1,0,2,1,0,5,1,2,9,5,5,0,9,3,0,1,2,1,1,2,1,4,0,3,1,1,2,4,2,6,1,0,2,1,2
2,1,0,1,4,4,5,2,0,1,1,0,14,2,2,3,1,1,0,1,1,7,1,2,2,0,0,0,0,0,0,3,1,2,0,0,3,6,4,1,0,1,0,1,2,0,0,1,4,0,0,2,2,0,0,0,0,1,0,0,0,7,6,1,4,0,2,1,0,0,0,0,0,2,1,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,0,3,3,1,2,3,1,3,0,0,0,0,0,0,1,0,0,0,4,5,7,0,5,0,0,1,0,1,2,0,0,1,0,1,1,0,0,0,0,2,2,0,0,1,0
2,0,1,5,4,5,2,4,2,1,1,3,22,8,3,3,4,0,3,1,2,6,1,0,1,0,0,1,0,0,2,5,0,2,1,3,0,5,9,4,1,3,1,4,7,3,3,1,3,0,1,2,2,1,0,0,0,1,0,0,0,7,8,3,3,0,6,1,0,2,6,2,0,4,1,2,1,6,0,6,2,2,1,0,3,0,1,0,0,0,2,1,1,4,2,1,2,3,0,0,2,0,1,0,0,1,1,4,9,6,4,2,4,1,1,1,2,1,0,6,3,1,1,1,0,4,1,1,0,5,0,0,0,2,2
2,0,0,4,2,9,8,2,1,2,1,1,19,1,5,5,1,1,0,2,3,6,2,1,3,0,0,0,0,1,2,1,1,1,0,1,5,5,5,5,0,5,0,0,2,0,1,0,9,0,0,3,3,2,0,0,0,0,0,0,0,3,4,1,3,0,5,2,0,2,2,1,0,0,0,2,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,1,5,2,0,1,0,5,3,0,0,0,0,0,0,0,2,0,9,5,5,1,2,0,0,2,4,2,0,2,2,2,0,3,0,1,0,3,0,2,4,0,0,1,1
2,0,0,2,0,3,0,1,2,1,0,2,11,3,1,1,2,1,0,3,0,3,0,3,2,0,0,0,0,0,0,4,0,2,0,0,2,5,4,0,2,6,0,0,2,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,3,0,4,0,0,1,2,3,0,0,1,0,3,2,0,1,2,0,0,1,1,0,2,0,0,0,1,1,0,6,1,1,0,4,3,0,2,0,0,0,1,0,2,0,7,0,5,1,5,1,0,3,2,0,4,0,0,1,0,2,0,2,0,1,1,4,1,0,0,0,0
