2,0,0,0,0,0,0,2,0,0,0,3,1,0,0,1,7,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,1,1,0,0,7,0,1,0,4,5,1,2,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1,2,0,1,2,1,0,0,1,0,0,6,0,1,0,0,1,0,1,0,0,0,0,1,0,3,0,2
2,0,1,3,0,0,4,0,2,2,0,3,3,6,1,1,10,0,3,1,5,6,2,12,2,0,0,2,2,0,0,0,1,1,2,2,0,0,2,2,0,1,1,2,10,0,5,0,7,8,4,2,1,1,1,4,8,2,1,1,0,0,0,1,1,0,1,5,4,0,0,0,4,0,1,5,0,0,4,0,3,0,0,5,4,5,5,2,0,0,4,1,3,2,2
2,0,0,1,0,2,0,1,1,0,2,1,4,7,0,1,19,0,2,2,6,7,4,1,7,0,0,0,4,0,4,1,2,1,1,1,0,0,2,2,0,4,1,1,8,0,10,1,6,14,3,14,4,1,0,3,8,4,2,0,1,0,0,1,0,0,0,5,3,1,1,0,1,0,9,8,1,7,2,3,7,1,1,6,4,4,0,7,3,1,3,0,3,2,0
2,0,2,1,1,1,1,0,3,0,1,3,6,3,0,1,18,0,4,2,3,10,2,7,4,3,0,1,0,6,1,2,1,3,1,1,0,1,0,2,1,2,1,2,5,0,9,0,2,11,3,6,0,4,2,4,12,5,0,2,4,1,0,1,1,0,0,6,8,0,0,2,0,0,1,10,1,2,1,4,8,1,1,5,5,10,10,3,0,1,9,1,4,1,0
2,0,0,0,0,0,4,3,4,1,2,4,4,6,1,3,12,0,8,2,5,8,1,6,0,2,1,3,3,2,2,4,2,2,1,5,0,1,5,6,0,0,0,1,3,2,8,0,4,8,6,0,0,1,0,7,15,2,0,0,1,5,1,0,0,0,1,7,7,0,0,8,5,0,3,11,4,2,0,2,3,3,3,3,8,7,1,5,0,0,1,1,2,1,3
2,0,1,0,0,0,0,1,3,0,0,2,1,4,0,0,7,0,0,0,0,1,0,14,3,2,1,12,1,7,6,1,0,0,1,2,0,0,0,4,0,3,0,0,0,0,2,1,3,8,4,1,0,1,1,11,14,8,7,2,3,0,0,2,0,0,1,2,4,0,1,3,1,0,0,3,0,0,0,1,2,0,0,8,5,3,0,1,0,0,6,9,0,3,1
2,0,3,3,0,0,5,5,2,2,1,9,6,5,0,9,12,0,7,4,3,5,9,7,6,5,0,3,4,2,8,4,1,2,1,3,0,2,4,5,0,3,1,2,7,0,5,0,5,14,8,7,6,4,1,3,9,3,7,0,2,7,2,0,0,0,2,5,4,4,3,6,6,0,17,11,0,8,0,0,4,4,0,4,5,6,1,5,4,1,7,2,5,0,0
2,0,0,1,0,0,1,2,3,1,2,1,1,9,2,0,16,0,7,0,5,2,1,4,0,2,0,0,2,3,3,2,1,3,0,2,0,0,3,4,2,0,0,2,2,2,10,0,3,16,3,1,2,2,1,2,6,5,1,1,0,0,0,3,0,0,0,8,7,0,1,3,3,0,1,6,3,4,0,1,3,2,0,6,0,7,0,1,3,0,5,0,4,0,1
2,0,0,0,4,0,2,0,0,2,2,2,2,5,4,1,17,0,8,7,4,6,2,8,5,0,0,0,2,2,0,0,0,1,2,2,0,3,4,4,0,1,0,0,1,0,3,0,3,14,6,1,2,3,2,1,9,5,2,0,3,1,0,0,0,0,0,2,6,1,3,5,1,0,2,10,1,0,4,0,6,1,3,6,1,6,2,1,4,3,6,1,3,0,2
2,0,0,1,0,1,1,0,3,1,2,6,4,4,0,3,20,1,3,1,6,7,9,7,4,1,1,1,4,3,4,1,1,1,4,4,0,1,3,6,0,2,0,0,12,0,2,0,5,10,5,0,2,1,0,1,10,7,1,0,5,1,0,0,0,0,0,4,5,5,4,3,1,0,3,10,0,1,3,0,5,0,1,6,2,7,5,3,3,0,10,2,0,0,1
2,0,1,1,2,0,0,0,4,1,0,6,5,3,0,4,22,1,18,2,2,7,4,16,3,2,0,1,0,3,4,1,1,6,1,2,0,2,1,2,1,1,5,0,4,1,3,0,3,21,7,2,2,2,2,5,9,3,4,4,4,0,0,0,0,0,0,2,2,0,0,4,9,0,1,7,4,3,0,0,9,1,4,5,12,6,1,5,1,0,12,1,7,1,1
2,0,0,2,1,1,3,0,1,0,0,2,3,10,1,0,12,1,3,2,5,6,0,5,2,1,0,1,0,1,1,1,2,2,1,4,0,0,2,3,0,0,1,1,3,1,7,0,4,12,3,1,2,1,1,1,9,2,5,0,0,0,0,0,1,0,1,4,9,1,0,3,2,0,3,12,0,0,4,1,3,0,0,7,1,7,1,1,1,0,7,0,0,0,1
2,0,1,3,0,0,0,0,3,3,0,2,2,1,1,0,18,0,8,1,5,5,5,8,7,1,0,3,1,2,2,3,0,2,1,6,0,2,2,3,0,0,1,0,6,0,4,0,5,18,9,0,3,1,0,0,6,5,1,0,2,1,0,1,1,0,0,5,3,0,0,1,4,0,0,9,0,1,3,1,12,1,0,4,1,6,0,2,1,1,4,1,1,6,1
2,0,0,0,2,0,0,0,2,1,0,2,2,2,0,0,14,0,5,0,3,4,2,8,2,1,0,0,0,5,8,1,0,1,1,0,0,2,2,2,1,1,3,0,5,0,8,0,4,15,3,1,2,4,1,3,4,6,0,0,1,2,0,2,0,0,0,4,5,0,2,3,1,0,0,6,1,1,0,0,6,1,0,8,11,2,3,0,5,3,8,0,4,0,1
2,0,0,1,0,0,4,1,2,4,1,2,6,5,2,4,13,0,2,3,4,3,0,9,4,0,0,0,0,3,0,1,1,8,1,1,0,1,0,2,0,9,2,2,5,0,4,0,5,5,0,8,0,4,2,1,3,6,1,0,0,0,0,1,0,0,1,1,9,1,0,3,5,0,8,7,1,5,4,0,5,2,1,3,5,5,0,1,0,1,3,1,1,0,0
2,0,0,3,0,0,2,2,3,1,0,2,3,3,1,3,12,1,6,4,3,6,10,1,8,0,0,2,2,1,0,2,2,2,2,4,3,0,0,2,0,2,1,0,8,0,12,0,2,10,3,2,0,0,4,4,7,5,0,4,2,0,0,1,0,0,0,5,5,1,1,4,0,0,2,8,3,2,0,1,8,0,0,3,2,8,5,3,1,0,9,1,3,3,1
2,0,2,2,0,0,1,1,2,1,0,4,6,3,2,1,17,0,3,9,2,3,5,9,7,1,0,0,1,3,0,3,4,1,0,3,1,2,1,2,0,1,1,1,5,0,4,0,1,12,7,2,1,3,6,5,7,4,5,0,3,2,1,0,0,0,0,5,8,0,0,5,3,0,1,12,2,4,0,0,9,3,0,6,14,0,3,2,5,0,4,2,8,1,2
2,0,1,0,1,0,2,0,3,4,1,2,7,3,0,1,15,0,2,0,5,10,1,2,2,1,0,1,1,6,1,3,0,2,0,1,0,1,0,1,0,0,1,0,8,0,5,0,3,14,4,2,1,2,0,0,8,6,1,0,2,0,0,0,0,0,0,2,4,1,2,5,0,0,0,7,1,1,2,0,4,2,0,8,2,8,4,2,1,2,6,1,2,0,3
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,1,2,3,0,2,1,0,4,0,0,16,0,3,0,1,1,2,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,3,0,3,0,0,9,2,0,1,7,4,1,2,0,0,0,1,1,0,0,5,0,0,4,4,0,0,0,1,0,0,6,1,1,0,2,4,1,0,2,5,2,0,0,1,0,4,0,3,1,2
4,0,1,1,0,1,6,2,5,1,0,1,2,1,0,1,21,1,3,2,6,4,7,7,6,0,0,1,0,0,1,0,0,0,0,0,1,0,6,0,0,2,2,1,2,0,0,0,0,14,2,0,1,9,2,0,1,0,1,0,2,0,0,0,0,0,0,4,0,0,5,2,2,0,2,8,2,1,1,1,4,0,1,1,7,3,0,0,0,0,0,0,6,2,1
4,0,1,3,0,3,2,4,7,3,0,4,4,2,0,2,15,1,8,0,2,4,5,5,1,3,1,1,1,0,1,3,0,1,1,1,0,0,2,5,0,4,3,1,3,1,6,0,0,18,0,0,0,14,0,3,4,0,1,0,0,0,0,0,0,0,2,5,1,0,0,0,5,0,1,12,3,4,4,1,7,1,1,1,4,6,0,0,0,0,2,0,3,4,2
4,0,0,0,0,1,3,1,5,0,0,1,3,2,0,0,17,0,5,3,4,3,3,7,1,1,0,1,0,0,0,0,0,3,1,1,0,0,2,9,0,6,1,2,2,1,2,0,1,16,2,0,0,11,1,3,6,0,0,1,0,0,0,0,0,0,1,6,7,3,0,1,2,0,0,10,3,3,1,2,2,2,1,0,4,5,0,0,0,0,0,0,4,4,0
4,0,0,0,0,2,3,3,2,3,0,6,1,0,1,5,17,1,14,2,3,3,5,14,3,2,0,1,0,4,2,1,0,5,0,0,0,0,4,4,3,2,6,3,4,0,2,0,1,18,4,1,0,12,3,3,2,3,3,0,0,2,0,0,0,0,0,2,5,3,3,2,1,0,4,17,0,0,10,2,9,1,2,6,10,9,1,7,0,0,1,0,3,0,0
4,0,0,1,0,0,2,3,8,0,3,1,1,4,0,0,22,3,5,1,3,1,4,3,1,1,0,1,0,0,1,2,0,1,0,2,0,0,4,3,0,3,0,3,3,1,3,5,3,19,1,2,0,11,1,1,4,0,1,0,0,0,0,0,1,0,0,3,5,1,2,2,1,0,1,14,1,3,3,2,7,0,2,0,4,3,0,0,0,0,1,1,2,0,1
4,0,4,1,1,3,6,2,4,1,1,6,5,7,0,2,13,0,4,5,2,5,4,13,5,2,1,0,1,0,3,3,0,4,1,0,0,1,4,3,1,2,0,3,2,3,2,0,0,25,4,2,1,7,0,3,8,0,3,0,1,3,0,0,1,1,0,4,3,1,4,4,5,0,1,20,1,2,1,5,7,3,0,2,8,4,0,2,1,1,2,0,2,2,4
4,0,3,1,0,1,6,1,4,1,0,0,2,0,0,0,15,1,6,1,3,0,5,5,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,4,0,0,2,1,5,0,1,15,4,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,3,8,1,1,4,0,5,4,0,0,4,8,0,0,0,0,0,1,3,3,3
4,0,1,1,0,1,5,1,5,1,0,2,3,4,0,0,14,0,10,1,1,8,5,13,3,1,2,6,1,0,0,2,0,4,1,0,0,0,1,0,1,2,0,3,1,1,2,0,1,11,3,1,3,12,8,0,4,0,2,0,2,1,0,0,1,0,0,5,2,0,1,2,3,0,0,7,4,1,2,6,8,4,1,2,3,4,0,11,0,0,7,1,0,2,0
4,0,0,0,0,0,5,1,7,1,0,4,2,6,0,3,13,0,15,1,3,6,2,14,5,0,1,3,0,1,0,0,0,4,0,2,0,1,1,0,0,1,3,1,1,0,2,0,2,11,4,1,0,9,2,2,5,0,2,0,0,1,0,0,2,0,1,1,3,0,2,0,1,0,2,8,1,2,6,1,6,0,2,2,15,6,0,1,4,0,2,0,8,0,3
